,numchildren,numchildren_value
0,0.0,-0.007378171770518786
1,1.0,0.7195094881855694
2,2.0,-0.6941309326354075
3,3.0,-0.009546230063366041
4,4.0,-0.00786693955858396
5,5.0,-0.007555687274398015
6,6.0,-0.007444244055368231
