,main_mode,weight
2962,Walk,2722.32573197287
2978,SOV,110.155441839729
2979,SOV,139.905451679655
2980,Walk,4972.81865431857
2981,Walk,6315.84267044841
2982,SOV,4050.02328594493
2983,SOV,5143.82519528772
2984,SOV,4050.02328594493
2985,SOV,4054.82201251002
2986,SOV,5149.91992829739
2987,SOV,5149.91992829739
2988,SOV,4054.82201251002
2989,SOV,581.411726965515
2990,SOV,581.411726965515
2997,HOV,3970.62393171435
3000,HOV,0.0
3003,SOV,0.0
3012,SOV,599.9710728343
3013,SOV,599.9710728343
3039,Walk,757.26894583447
3056,SOV,2969.031090750761
3069,SOV,296.01015741595097
3071,SOV,233.06546877003
3077,HOV,117.771739156559
3078,HOV,0.0
3079,HOV,0.0
3080,HOV,0.0
3081,HOV,265.898817236827
3082,SOV,265.898817236827
3083,SOV,360.790230701119
3084,HOV,360.790230701119
3085,HOV,0.0
3097,HOV,5148.34616441183
3099,HOV,5148.34616441183
3100,SOV,4053.58289956563
3107,SOV,9507.27409260656
3108,SOV,9507.27409260656
3120,SOV,7289.00433773443
3121,SOV,7289.00433773443
3123,SOV,7289.00433773443
3124,Walk,7289.00433773443
3125,Walk,9257.567553034969
3126,Walk,9257.567553034969
3130,Walk,0.0
3131,Walk,0.0
3132,SOV,1752.5086084075529
3133,SOV,2225.813853013975
3134,HOV,2225.813853013975
3141,SOV,17429.73307101087
3143,SOV,22137.03324347358
3144,SOV,17429.73307101087
3147,HOV,221.166388658285
3148,SOV,280.89745712804097
3149,SOV,280.89745712804097
3150,HOV,221.166388658285
3153,HOV,0.0
3154,HOV,0.0
3165,HOV,0.0
3166,SOV,0.0
3167,Walk,663.443479107819
3173,HOV,0.0
3176,HOV,1202.69080595758
3177,HOV,1527.50511121619
3178,HOV,1202.69080595758
3183,SOV,999.2226191679531
3184,HOV,999.2226191679531
3185,HOV,306.925919763639
3186,SOV,306.925919763639
3187,HOV,0.0
3192,SOV,4762.115377162023
3217,Transit,1685.608658371843
3218,Transit,1685.608658371843
3219,Transit,1685.608658371843
3220,Transit,1685.608658371843
3221,Transit,1685.608658371843
3222,Walk,1327.174633315761
3225,SOV,6913.669663897759
3226,SOV,5443.521516976971
3231,Other,2365.3200995121697
3232,Other,2365.3200995121697
3233,HOV,1862.349733523945
3240,SOV,18576.42033430904
3241,SOV,18576.42033430904
3242,SOV,14626.26198735828
3252,SOV,2403.882702914359
3256,SOV,8622.567591206269
3257,HOV,8622.567591206269
3258,HOV,3947.40007245889
3259,SOV,3947.40007245889
3260,HOV,0.0
3263,Transit,1365.4753269623811
3302,Bike,187.053078971142
3304,Bike,107.501769523645
3305,Bike,0.0
3306,Bike,0.0
3307,Bike,0.0
3308,Bike,0.0
3311,Bike,0.0
3312,Bike,0.0
3313,Bike,263.023710425834
3327,SOV,344.0611998298117
3329,SOV,471.363843766842
3330,HOV,1376.12564022419
