,person_dim_id,21-5c,5-13c,13-21c,21-5s,5-13s,13-21s
2083,1712135801,0,0,2,0,0,3
2084,1712136101,0,0,0,0,2,0
2085,1712136102,0,4,0,0,0,2
2086,1712137301,0,1,1,0,0,0
2087,1712137601,1,0,2,0,0,0
2088,1712140201,0,0,0,0,0,2
2089,1712140202,0,1,1,0,0,0
2090,1712140901,0,2,2,0,0,0
2091,1712140902,0,4,0,0,0,0
2092,1712142401,0,0,0,0,0,2
2093,1712142402,1,1,0,0,0,1
2094,1712143101,0,3,3,0,0,0
2095,1712143301,1,0,1,0,0,0
2096,1712143302,0,0,2,0,0,2
2097,1712143303,0,1,3,0,0,0
2098,1712143304,2,1,2,0,0,0
2099,1712143305,0,0,2,0,0,1
2100,1712144401,3,10,22,0,1,0
2101,1712145901,0,1,1,0,1,0
2102,1712145902,0,2,2,0,0,0
2103,1712145903,0,1,1,0,0,0
2104,1712146001,1,11,10,0,3,5
2105,1712146101,0,1,2,0,0,0
2106,1712147301,0,8,15,0,2,1
2107,1712147302,0,8,12,0,1,3
2108,1712148601,0,1,1,0,0,4
2109,1712150801,0,2,8,0,3,6
2110,1712151701,0,1,1,0,2,1
2111,1712151702,1,0,1,0,0,0
2112,1712151801,0,14,7,1,13,10
2113,1712153901,0,1,4,0,7,23
2114,1712153902,0,6,6,0,6,11
2115,1712156801,0,1,2,0,0,1
2116,1712156802,0,1,1,0,0,0
2117,1712157301,0,11,11,0,0,3
2118,1712157302,0,11,10,0,3,4
2119,1712157303,0,6,11,0,2,3
2120,1712162101,0,6,5,0,0,1
2121,1712162102,1,6,12,0,1,3
2122,1712164601,0,1,1,0,2,0
2123,1712164602,1,0,1,0,0,0
2124,1712164901,0,1,1,0,1,0
2125,1712164902,0,0,2,0,0,0
2126,1712165501,0,1,2,0,0,0
2127,1712165502,0,1,1,0,0,0
2128,1712167701,0,1,3,0,0,0
2129,1712167702,0,1,2,0,2,0
2130,1712168301,1,0,1,0,0,0
2131,1712169201,0,1,3,0,0,2
2132,1712173501,0,1,1,0,2,0
2133,1712175901,0,1,1,0,0,0
2134,1712179101,3,0,8,0,0,1
2135,1712181501,0,3,3,0,2,3
2136,1712183101,0,0,0,0,0,6
2137,1712184601,0,1,2,0,0,0
2138,1712185601,0,3,1,0,0,1
2139,1712190001,0,2,1,0,2,0
2140,1712190002,0,3,6,0,0,0
2141,1712190003,0,1,1,0,2,0
2142,1712190004,0,1,2,0,0,0
2143,1712190901,0,1,3,0,0,0
2144,1712190902,0,1,2,0,0,0
2145,1712192301,0,3,4,0,0,1
2146,1712197401,0,1,1,0,0,1
2147,1712201401,0,6,1,0,0,2
2148,1712202401,0,1,1,0,0,0
2149,1712202402,0,0,2,0,0,0
2150,1712202403,0,1,1,0,0,0
2151,1712202404,0,1,1,0,0,0
2152,1712202405,0,0,2,0,0,0
2153,1712204001,0,5,6,0,0,2
2154,1712204801,1,1,0,0,1,1
